description,y
"Purpose of Job Data Engineers deliver quality reporting and data intelligence solutions to the organization and assist client teams with drawing insights to make informed, data driven decisions. Data Engineers (DEs) are engaged in all phases of the data management lifecycle; gather and analyze requirements, collect, process, store and secure, use, share and communicate, archive, reuse and repurpose data. Identify and manage existing and emerging risks that stem from business activities and ensure these risks are effectively identified and escalated to be measured, monitored and controlled.

Job Requirements

ABOUT USAA
USAA knows what it means to serve. We facilitate the financial security of millions of U.S. military members and their families. This singular mission requires a dedication to innovative thinking at every level.
In each of the past five years, we've been a top-40 Fortune 100 Best Companies to Work For®, and we've ranked among Victory Media's Top 10 Military Friendly® Employers 13 years straight. We embrace a robust veteran workforce and encourage veterans and veteran spouses to apply.
ABOUT USAA IT
Our most important qualification isn't technical, it's human. Here, we don't just sit in front of a screen. We stand behind our 13 million members who rely on us every day.

We are over 4,000 employees strong, a passionately supportive and collaborative team built on Agile principles. We've been a top-two Computerworld 100 Best Places to Work in IT five years in a row and were recently named a Top 50 Employer for Minority Engineers & IT by Workforce Diversity Magazine.

See what it's like to work for a company where your passion meets our purpose:

https://www.youtube.com/watch?v=kVCnnaJUH_c
Data Engineer – A Realistic Preview

Identifies and manages existing and emerging risks that stem from business activities and the job role.
Ensures risks associated with business activities are effectively identified, measured, monitored, and controlled.
Follows written risk and compliance policies and procedures for business activities.
Design and implement technical solutions.
Identify and solve significant technical problems and architecture deficiencies.
Participate in daily standups and design reviews.
Breakdown business features and into technical stories and approaches.
Analyze data and enable machine learning.
Create proof of concepts and prototypes.\
Help on-board entry level engineers.
Collaborate with the team and other engineers to plan and execute assignments and tasks.
May begin mentoring junior engineers.

Minimum Experience:
Bachelor's degree in related field of study,
OR
Certification from an approved technical field of study,
OR
4 additional years of related experience beyond the minimum required.
4 years of of data management experience implementing data solutions demonstrating depth of technical understanding within a specific discipline(s)/technology(s)

Preferred Experience

Here are the preferred requirements:
4 yrs of experience with SQL

4 yrs Implementing Datawarehouse Concepts

4 yrs ETL Datastage Experience

2 yrs of experience with Linux to include scripting languages

Python Script is a plus

Powershell development experience is a plus

ELT experience is a plus

Experience implementing large scale data applicaiton in AML

The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.

At USAA our employees enjoy one of the best benefits package in the business, including a flexible business casual or casual dress environment, comprehensive medical, dental and vision plans, along with wellness and wealth building programs. Additionally, our career path planning and continuing education will assist you with your professional goals.

Relocation assistance is not available for this position.",3
"Launched in late 2016, Facebook Supplier Diversity helps qualified diverse-owned companies do business with Facebook and with the people and communities that Facebook connects. Our vision is to leverage the power and scale of our platforms and services to transform the way diverse suppliers connect to customers, each other, and the tools and resources to grow. In 2018, Facebook spent $404 million with US-based certified diverse suppliers, up from $233 million in the program’s first year. A new role within the Supplier Diversity team, you are responsible for helping to ensure the efficiency, accountability, and scalability of Facebook’s Supplier Diversity Program; ensuring that relevant data and its sources are identified and maintained, analysis leads to actionable insights, and trust in our public reporting is reinforced through rigorous and transparent systems and process documentation. You will also support a cross-functional research agenda to better understand how diverse-owned companies operate in our supply chain and use our products. You should have a technical, analytical, and solutions-oriented mindset with a passion for using data to address social and economic inequity.
DATA ANALYST, SUPPLIER DIVERSITY RESPONSIBILITIES
Lead the production of Facebook Supplier Diversity’s annual report to the community including ensuring the accuracy and integrity of the data and coordinating internal partners in finance, communications, marketing, policy, internal audit, and enterprise products to deliver the final product
Understand diverse supplier data and use that data to identify trends, actionable insights, and be able to tell a compelling story to cross-functional partners
Build and maintain reports, dashboards, and metrics to monitor the Supplier Diversity program’s key performance indicators
Address data integrity issues and work to solve root cause process or systems issues by partnering with Enterprise Engineering
Respond to (or triage) any and all requests related to diverse supplier data with minimal guidance or oversight
Document requirements with stakeholders, and partner with other teams on broader changes to core dashboards and solutions
Project manage data and process improvements with third parties
MINIMUM QUALIFICATIONS
BA/BS in a field that emphasizes data analysis and visualization (e.g., computer science, social sciences, physical sciences, math, engineering, or statistics), or equivalent work experience
3+ years experience working in data and analytics
Experience with SQL (or similar language aimed at querying relational databases)
Experience working with Tableau (or similar data visualization tools)
Experience with Excel
Experience manipulating large data sets through statistical software or other methods
Experience processing and analyzing data sets
Experience knowing when a question requires reporting on data vs. statistical analysis
PREFERRED QUALIFICATIONS
Experience with R, Python, or a similar scripting language
Experience working with finance data (e.g. AP, supplier master, and other source-to-pay analytics)
Project management experience
Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started.
Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com.",0
"Ceridian. Makes Work Life Better™
This is our promise. Not only for our customers, but our employees as well.
Do you thrive in an innovative and exciting environment that’s continuously evolving? Ceridian is looking for fun, intelligent, team oriented people who believe in our values: Customer Focus, Transparency, Diligence, Optimism, and Agility. Our workplace culture provides empowering programs for career growth and offers diversity and inclusion groups to support every person’s career journey. Ceridian employees have declared Ceridian a Great Place to Work® in 2019, a Glassdoor Best Places to Work in 2019, and one of Canada’s Top 100 Employers for the 16th consecutive year!
Find out why Ceridian is such a great place to work.

Reporting to the VP of Business Data and Systems, The Sr. Data Engineer will Sr. Data Engineer must also have exceptional analytical skills, showing fluency in the use of tools such as Python, Shell, Java, PHP, and T-SQL programming skills. The candidate must additionally be capable of developing databases using SSIS packages, T-SQL, MSSQL, and MySQL scripts.

Responsibilities:

Collect, store, process, and analyze of sets of data
Design, build, and maintain the business’s ETL pipeline and data warehouse
Develop databases using SSIS packages, T-SQL, MSSQL, and MySQL scripts
Data modeling and query performance tuning

Qualifications:

3+ years of demonstrated data engineering experience or development experience
3+ years of experience with Big Data Technologies like Hadoop or Hive
3+ years' experience in custom ETL design, implementation and maintenance
Proficient designing and implementing data models and data integration
Experienced deploying Azure SQL Database, Azure Data Factory and well-acquainted with other Azure services including Azure Data Lake and Azure ML
Experience implementing REST API calls and authentication
Experienced working with agile project management methodologies

Preferred Qualifications

Spark Programming (Azure Databricks preferable)
Python, Java & SQL
Knowledge of Azure Cloud (Data Platform Technologies)
Manage high volume, high traffic GDPR solutions build

Ceridian combines the excitement of a startup environment, with the growth opportunities of a large organization. We believe our employees should be happy and healthy, with peace of mind and a sense of fulfillment. We provide our employees with comprehensive benefits for various life circumstances and needs, great opportunities for career development, and a balanced lifestyle to achieve personal and professional success.

Ceridian is fueled by the diversity of our talented employees. We are an equal opportunity employer and embrace all individuals and that makes them unique. We consider all applicants, regardless of age, religion, race, color, ancestry, gender, gender identity, disability, national origin, race, sexual orientation, military or veteran status, or any other characteristic protected by federal, state, or local laws. We enthusiastically encourage all individuals to apply for positions that fit their passions. Come join our inclusive team and start collaborating with us on award winning projects!
We thank all applicants in advance for their interest in this position, however, only those selected for an interview will be contacted.",3
"COMPANY OVERVIEW:
Founded in 2000, Analytic Partners (AP) has grown to be the independent global leader in analytics consulting and technology. We help top-tier companies adapt to the rapidly evolving world of data, analytics, and strategic and tactical decisioning. We are fast growing with global operations across our full-service offices in New York City, Denver, Charlottesville, Dublin, Australia, Hong Kong, Singapore, and Shanghai. We provide highly customized, results-oriented analytics and consulting services including marketing mix modeling, ROI measurement, and econometric modeling.

With a wide breadth of business experience, technology and analytic techniques, we guide our clients toward more cost-effective and profitable marketing strategies. We help our clients make wiser choices for their marketing budget, build market share, increase revenue and profit – and achieve their best Return on Investment (ROI).


In The Forrester Wave™ Marketing Measurement and Optimization Q1 2020, Analytic Partners was named a Leader and was top ranked in Strategy and Current Offering categories among all evaluated vendors.

OUR VALUES:
Our differentiator in the marketing place is – Our People! We hire the brightest talent and develop them into leaders. We foster a culture of PEOPLE, PASSION and GROWTH.


People: We value our people, clients and partners
Passion: We love what we do
Growth: Unlimited growth means unlimited potential

AP is a client-focused, team-oriented organization where innovation and results are rewarded, and individuals can chart the course of their own careers.

TEAM OVERVIEW:
The Data Science Team is an exceptional group of highly skilled individuals that love their work! The Data Science Team builds applications and builds algorithmic models that feed the analytical engines for AP! The team is comprised of motivated individuals that do exceptional work. They face challenges together and they win together. You'll collaborate with a fun and agile team to architect, implement, test and continuously deliver new features and products to our company and clients!

WE'LL TRUST YOU TO:

Work with big data via hands on data processing and build cutting edge statistical/econometric models
Lead & assist in methodology research and solution deployment across marketing analytics, scientific attribution, predictive modeling, segmentation, simulation, forecasting and optimization
Employ sophisticated analytic methodologies to help clients work through challenging marketing planning issues and business questions
Identify & help implement innovative ways to drive efficiency in our data and modeling processes
Collaborate as part of a team to recommend methodology solutions that will lead to more informed decisions and improved business performance

YOU WILL HAVE:

Advanced degree in a quantitative field (e.g., computer science, statistics, engineering, physics, economics, mathematics, etc.)
Prior experience with Machine Learning and Machine Learning Algorithms
Prior experience with Python Dash
Prior experience with R Shiny
Proficient with SQL and NoSQL
Technical understanding of probability & statistics, machine learning and optimization algorithms.
Strong attention to detail
Strong verbal and written communication skills
Great work ethic and intellectual curiosity
Desire and ability to work well with others in a team environment

You must be eligible to work in the United States on an unlimited basis to be considered for this job.",1
"The Core OS and Intelligent Edge (COSINE) Data team is a team of highly skilled Data Scientists and Data Engineers focused on deriving insights from data to improve the quality of experiences across the devices and services Microsoft builds and runs. Our work spans Azure, PCs, Xbox, mobile devices, HoloLens, browsers, apps and more. We combine our data science work with business and engineering knowledge to provide unique insight into customer scenarios that are leading the data-driven culture within COSINE.

We are looking for a highly motivated and deeply skilled data scientist to apply a variety of methodologies to data to improve our products and business. Top candidates have a demonstrable record of using data to improve the world around them. We hire people with a desire to build great products and have great business impact using statistical analysis, machine learning, experiments, data mining, data visualization, and more. We welcome applications from diverse multi-disciplinary backgrounds, with analytical skills, engineering abilities, communication skills, business interests, relentless curiosity, and a desire to improve the experiences of more than one billion customers.
Responsibilities
Our work is highly varied and offers a chance to focus on many different data science techniques and aspects of the Azure and Windows businesses and beyond. As a Data Scientist, you will need a mix of deep data science and broad consultative skills.

You will work with stakeholders to formulate approaches to solve problems using algorithms and data sources in context of customer, engineering, and business needs.
You will use data exploration techniques to discover new opportunities within your problem area.
You will interpret the results of analyses, validate approaches, and learn to monitor, analyze, and iterate to continuously improve.
You will engage with stakeholders to produce clear, compelling, and actionable insights that influence product and service improvements that will impact millions of customers.
You will also engage in the peer review process and act on feedback while learning innovative methods, algorithms, and tools to increase the impact and applicability of your results.
Qualifications
Required Qualifications:
Masters degree or higher in in Computer Science, Statistics, Mathematics, Economics, Operations Research or another quant-focused field
Knowledge and experience with key data science areas such as machine learning, deep learning, anomaly detection, predictive analysis, text analysis, exploratory data analysis, and other areas of data science
Experience performing data analysis including applying statistical methods
Proficiency using tools like Python, R, MATLAB, AMPL, SAS, or other relevant data science tools/environments
Proficiency using one or more programming or scripting language (For example: Python, Scala, or C# )to work with data

Preferred Qualifications:
Excellent verbal and written communication skills with experience presenting to large and small audiences
Ability to interact with peers and stakeholders to define and drive product and business impact
Engineering experience using large data systems on SQL, Hadoop, Spark, etc.
Experience with product and service telemetry systems
Passion to learn world class techniques and tools
Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to, the following specialized security screenings:
Microsoft Cloud Background Check
This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",1
"Fluency in Canadian French and English3+ years experience working with data analysisExperience with process design and documentationExperience taking a lead role on large, fast-moving projectsExperience communicating research findings and analysis in both written and spoken channels

Do you like Alexa? Do you have a passion for cars? Do you love bleeding edge technology? Are you a data analyst or linguist with technical aptitude? Alexa Automotive - Personal mobility team is looking for a Data Analyst to join our team as data and domain expert. This role focuses on expanding analysis and evaluation of speech and interaction data deliverables. The Data Analyst will become an expert in dialog evaluation processes, work closely with a team of skilled analysts, be a key member in developing new conventions for relevant workflows, and handle unique data analysis requests.

The Data Analyst must have a passion for data, efficiency, and accuracy. Specifically, the Data Analyst will:
Handle unique data analysis requests from a range of data customers, including quantitative and qualitative analyses to elevate customer experience with speech interfacesEvaluate changing dialog evaluation conventions, test tooling developments, and pilot processes to support expansion to new data areasContinuously evaluate workflow tools and processes and offer solutions to ensure they are efficient, high quality, and scalableProvide day-to-day expert support for a large and growing team of product managers and engineersProvide key support for on-going and new data collection efforts

Master's degree in a relevant fieldDemonstrates analytical, problem solving, and research design skills through previous work with data analysisStrong technical and analytical aptitudeExperience working with speech and/or language dataProficiency in scripting, querying and/or analytics tools: linux, R, SAS, or similar toolPractical knowledge of data processing needs and trade-offsComfortable handling a high volume of work on a daily basisComfortable working in a fast paced, highly collaborative, dynamic work environmentWillingness to support several projects at one time, and to accept reprioritization as necessaryStrong attention to detailExceptional level of organization
Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.",0
"BJ's Wholesale Club was the first retailer to introduce the warehouse club concept in the northeastern United States. Today, we’re a multibillion dollar operation with more than 200 clubs in 17 states from Maine to Florida.
While our Members know us for helping them save up to 25% off grocery prices every day, our Team Members love us for providing a supportive and engaging workplace that’s committed to developing great talent.
If you’re a motivated and enthusiastic person who enjoys working collaboratively and is committed to providing great service for our Members, we want to hear from you. BJ’s offers a fast-paced, team environment with great training opportunities and competitive salary and benefits packages to help you succeed.
The Assoc. Analyst is responsible for the execution of all Master Data supporting the Merchandising and Supply Chain Division, with specific tasks supporting other divisions, such as Club Operations and Finance. The primary goal of this position is to ensure that current data is maintained with accuracy and completeness to meet operational processes and to add new data in a manner to support ongoing operations.
JOB RESPONSIBILITIES
Responsible for interpreting, analyzing and implementing requests from the business for new and/or updated SAP Master Data
Prepare the Master Data load files and/or manually input the changes directly into SAP
Controls changes to master data to support the modification to existing products and phase out of products from forecasting, purchasing, production, sales and storage functions
Responsible for the on-going review and maintenance of the Master Data
Develop expertise related to the underlying SAP data model and design
Adhere to processes and procedures for the development and setup of SAP master data
Provide SAP master data support for Merchandising and Supply Chain end users
JOB QUALIFICATIONS
Bachelor’s degree in related discipline (Business Administration or Information Management) and/or demonstrated capability to perform job responsibilities through previous experience
1-3 years of Retail experience is a plus
Enterprise Data Management experience is a plus
SAP or similar ERP system experience is a plus
Experience with Microsoft Office Suite; Intermediate to advanced Excel skills required

SKILLS AND COMPETENCIES
High degree of integrity, humility and professionalism
Customer focused and respectful of others
Must be able to communicate effectively with all levels of personnel, via email, in person and in small group settings
Good understanding of business process and relevant master data relationships that exist within the retail industry
Must be able to pay close attention to complex detail and understand written and oral instructions
Ability to work autonomously – creating and tracking progress in an ambiguous fast paced environment
Outstanding planning, organizational, time management, and follow-up skills
Must be able to work flexible hours, including possible night and weekend, when necessary
Enjoy working in a fast-paced, team environment
BJ's Wholesale Club is committed to a policy of equal employment opportunity for all qualified team members and applicants for employment without regard to race, religion, color, sex, sexual orientation, age, ancestry, national origin, physical and/or mental disability, genetic information, atypical cellular or blood trait, marital and/or familial status, pregnancy, gender identity and expression, military or veteran status, or any other characteristics protected by applicable law.",0
"Job Description
Description
We are currently seeking a motivated, career and customer service oriented Data Scientist Solution Architect to join our team in Reston, VA to begin an exciting and challenging career with SAIC. Position Summary/Responsibilities: Function as a Data Scientist subject matter expert to drive Data Scientist based solution development and delivery. Supports internal and external marketing campaign and promotion on Data Scientist solutions. Identifies and develops innovative and differentiating solutions with Data Scientist and third-party technologies that integrate with Data Scientist. Duties and Responsibilities: Functions as a Subject Matter Expert in all areas of Data Scientist related solutions, and contributes to positioning SAIC as a leader in Data Scientist practices. Leads or supports business capture, proposal solution development, and proposal writing that involves Data Scientist technologies. Provides design, planning, implementation, and development support in Data Scientist solutions to SAIC contract programs. Develops Data Scientist related solution capabilities, architecture, demonstrations, and prototyping. Researches leading-edge and emerging innovative solutions. Establishes and maintains productive working relationships with partners and other SAIC business units. Manages vendor relationships to enable the adoption and integration of new solutions. Ensures that all architectural artifacts and deliverables in the responsibility areas are developed to the highest quality standards Provides technical leadership and effectively communicates with all levels of management Collaborates with business development team to identify customer needs and new business opportunities. Supports pre-sales activities and leads technical proposal development. Supports solution marketing by developing marketing collaterals and supporting public events.
Qualifications
Required: Bachelor's degree or above from a Department of Education accredited college and 10 years relevant experience or equivalent Experienced in ITIL and ITSM process implementation Experienced with Agile and DevOps development practices Experienced with applying ServiceNow for enterprise workflow and case management solutions Minimum 5 years of overall experience in ServiceNow solutions design, architecting, and development. Experienced with data analytics, report creation, dashboard and portal development. Transformation MAP, Scheduler, Connection with other database/instance, WebService, APIs Ability to synthesize solution design information, architectural principles, available technologies, third-party products, and industry standards to formulate a system architecture that meets client requirements and can be delivered within the desired timeframe. Experienced with integrating third party tools with ServiceNow Ability to interface with team members at all levels, including business operations, finance, technology, and management. Experience working with US Federal Government customers; Excellent written and verbal communication skills US Citizenship Desired: Experience in mobile application development CISSP certified or prior experience on information security governance, risk, and compliance management DoD clearance
Desired Qualifications


Overview
SAIC is a premier technology integrator solving our nation's most complex modernization and readiness challenges. Our robust portfolio of offerings across the defense, space, civilian, and intelligence markets includes high-end solutions in engineering, IT, and mission solutions. Using our expertise in existing and emerging technologies, we integrate the best components from our own portfolio and our partner ecosystem to deliver innovative, effective, and efficient solutions. We are 23,000 strong; driven by mission, united by purpose, and inspired by opportunities. Headquartered in Reston, Virginia, SAIC has pro forma annual revenues of nearly $6.5 billion. For more information, visit saic.com. For ongoing news, please visit our newsroom. For SAIC benefits information, see Working at SAIC. EOE AA M/F/Vet/Disability",1
"Overview:
Interested in working with talented people to help develop innovative solutions to some of society’s most complex and challenging problems? We are Guidehouse, a leading consulting firm serving the public sector and commercial clients with specialized capabilities in strategy, technology, and risk management. You may not yet know our name, but we have a rich history. Guidehouse is a combination of PwC’s former public sector practice and Navigant’s deep expertise in energy, financial services and healthcare.

We offer an exciting, fast-paced environment that fosters intellectual growth and rewards individuals based on impact, not tenure. Our firm is at the forefront of an emerging model solving complex problems that stretch across government and private companies, affording our people the opportunity to be on the cutting edge of the consulting profession. By focusing on markets facing transformational change, technology-driven innovation, and significant regulatory pressure, our employees also develop and deploy world class knowledge and problem solving that leads to breakthrough solutions.
Responsibilities:
Our Data and Analytics consultants help clients maximize the value of their data. This high performing team helps clients define their information strategy, architecture and governance, get the most value from business intelligence and analytics, and implement enterprise content and data management solutions to enable business insights, reduce cost and complexity, increase trust and integrity, and improve operational effectiveness.

Demonstrates thorough skills and/or proven success in a role participating in consulting-related projects within a professional services environment that utilize creative thinking skills and individual initiative, including the following:
Analyzing large and complex data sets, including a demonstrated thorough aptitude for conducting quantitative and qualitative analyses;
Collaborating and contributing as a team member: understanding personal and team roles, contributing to a positive working environment by building solid relationships with team members, proactively seeking guidance, clarification and feedback;
Identifying and addressing client needs, building relationships with clients, developing requests for information, demonstrating flexibility in prioritizing and completing tasks, communicating potential conflicts to a supervisor;
Prioritizing and handling multiple tasks, researching and analyzing pertinent client, industry and technical matters, utilizing problem-solving skills, and communicating effectively in written and verbal formats to various audiences (including various levels of management and external clients) in a professional business environment.
Qualifications:
Bachelor's degree in Economics, Statistics, Operations Research, Computer Science, Information Systems, Engineering or similar quantitative discipline
Active TS/SCI
Demonstrates significant experience working with analytical models or techniques and the ability to apply such methods to an applicable challenge within the larger field of expertise. This background should include:
Visualization techniques and tools;
Advanced analytics techniques (regression, simulation, etc.);
Applicable sources of external, internal or new data sources to support analytic methods and visualization techniques
knowledge of, and proven success with a role, executing various aspects of the business or information technology-related client engagements and/or projects within a professional services environment
Understanding how the application of analytical techniques correlated to business value;
Being able to select the appropriate analytical techniques for the problem at hand
Additional Requirements:
This position requires successful completion of a background check and employment verification.
The successful candidate must not be subject to employment restrictions from a former employer (such as a non-compete) that would prevent the candidate from performing the job responsibilities as described.
Disclaimer:
About Guidehouse
With a unique blend of large firm resources and an entrepreneurial collaborative culture, Guidehouse is where your purpose, passion, and expertise transforms organizations.
Guidehouse is a leading global provider of consulting services to the public and commercial markets with broad capabilities in management, technology, and risk consulting. We help clients address their toughest challenges with a focus on markets and clients facing transformational change, technology-driven innovation and significant regulatory pressure. Across a range of advisory, consulting, outsourcing, and technology/analytics services, we help clients create scalable, innovative solutions that prepare them for future growth and success. Headquartered in Washington DC, the company has more than 7,000 professionals in more than 50 locations.
If you’re passionately motivated to make a difference and deliver exceptional work, we invite you to learn more about your career opportunities at www.guidehouse.com
Additional Requirements
This position requires successful completion of a background check and employment verification.
The successful candidate must not be subject to employment restrictions from a former employer (such as a non-compete) that would prevent the candidate from performing the job responsibilities as described.
Disclaimers
Guidehouse is an Equal Employment Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, national origin, ancestry, citizenship status, military status, protected veteran status, religion, creed, physical or mental disability, medical condition, marital status, sex, sexual orientation, gender, gender identity or expression, age, genetic information, or any other basis protected by law, ordinance, or regulation.

Guidehouse will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable law or ordinance including the Fair Chance Ordinance of Los Angeles and San Francisco.

If you have visited our website for information about employment opportunities, or to apply for a position, and you require an accommodation, please contact Guidehouse Recruiting at 1-571-633-1711 or via email at RecruitingAccommodation@guidehouse.com. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodation.

Guidehouse does not accept unsolicited resumes through or from search firms or staffing agencies. All unsolicited resumes will be considered the property of Guidehouse and Guidehouse will not be obligated to pay a placement fee.

Rewards and Benefits
Guidehouse offers a comprehensive, total rewards package that includes competitive compensation and a flexible benefits package that reflects our commitment to creating a diverse and supportive workplace.

Benefits include:
Medical, Rx, Dental & Vision Insurance
Personal and Family Sick Time & Company Paid Holidays
Parental Leave and Adoption Assistance
401(k) Retirement Plan
Basic Life & Supplemental Life
Health Savings Account, Dental/Vision & Dependent Care Flexible Spending Accounts
Short-Term & Long-Term Disability
Tuition Reimbursement, Personal Development & Learning Opportunities
Skills Development & Certifications
Employee Referral Program
Corporate Sponsored Events & Community Outreach
Emergency Back-Up Childcare Program",0
"ESSENTIAL FUNCTIONS include the following. Other duties may be assigned.

Recommends beneficial use cases of data science employing statistical and machine learning models, as well as optimization and simulation methods. Correctly designs experiments and tests hypotheses using proper methods. Employs innovative approaches to analysis.
Collaborates with team members to promote and incorporate data science insights with business partnerships.
Designs and executes SQL queries, both ad hoc and within views, to access data for exploration and modeling. Conducts exploratory data analysis, Prepares data for analysis, appropriately handling missing data and imputation, transformations, and feature generation.
Employs appropriate statistical and machine learning models to data sets to identify patterns in the data and provide insight into our membership. Assumptions and limitations of the methods and algorithms used are noted. Tunes models through selection of optimal model parameters. Compares multiple models and makes suitable selections. Gauges model performance through the use of appropriate accuracy metrics.
Implements a variety of methods and algorithms relating to segmentation, market basket analysis, text analytics, forecasting, and behavioral analytics to identify and provide value to Wings membership.
Implements standardized DevOps practice to implement new models and maintain existing models to ensure continued validity of use.
Translates predictive results into prescriptive insights, communicates outcomes in an understandable way.
Creates effective data visualizations and dashboards to deliver insights to business decision makers.
Prepares requirements documents. Documents modeling process. Creates case study documentation and materials.
Continues education and keeps abreast of latest developments in data science methods. Engages in maturing the data science knowledge of team members. Provides tactical guidance on the application of data science techniques and models to meet business needs.
Build quality relationships with key members of the various business units while clarifying information & analytics needs across business lines.
Assists Manager – Data Solutions in developing and executing Data Science Roadmap.

STANDARDS OF PERFORMANCE:
Complies with Bank Secrecy Act/Anti-Money Laundering/CIP (U.S. Patriot Act) procedures and policies.
Follows Wings Financial CU’s “Standards of Professionalism” to represent the credit union to members in a professional manner through written and verbal communications, attitude, business attire, work area, and thorough knowledge of our products and services.
Meets individual quality service goals as identified in your performance action plan.
Be an effective team member through cooperation, flexibility, dependability, attendance, lack of tardiness and participation at meetings and training.

QUALIFICATIONS: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required.

EDUCATION and EXPERIENCE:
5-7 years’ data science experience required with excellent analytical skills.
Master's Degree in data science, statistics, mathematics or computer science Preferred
5 years’ experience with Python language required. R and Azure ML experience is a plus.
Demonstrated business acumen by working with business units to define and understanding business problems and solutions.
Experience in the implementation models through API’s or micro-services to support the integration and application of Data Science with business solutions.
Experience in the application of statistical and machine learning models to business processes.
Demonstrated knowledge of advanced analytical functions such as clustering, correlation, forecasting, and market basket analysis. Excellent analytic, organization, presentation and facilitation skills.
Very strong customer focus and relationship skills.
Working knowledge of BI Development processes & awareness of BI technologies. Knowledge of Tableau or similar data visualization software preferred.
Working knowledge of computer software (i.e. Windows, Microsoft Office, Visio).
Awareness of Project Management methodologies and processes. Understanding of the CRISP-DM process.
Awareness and understanding of DevOps processes.

PHYSICAL DEMANDS / WORK ENVIRONMENT: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.
While performing the duties of this job, the employee is regularly required to talk or hear. The employee is frequently required to stand, walk and sit. The employee is occasionally required to use hands to finger, handle, or feel; reach with hands and arms; climb or balance; and stoop, kneel, crouch, or crawl. The employee must occasionally lift and/or move up to 50 lbs, frequently 5-10 lbs. Specific vision abilities required by this job include close vision, distance vision, peripheral vision, depth perception, ability to adjust focus. The noise level in the work environment is usually quiet.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",1
"This position is at the intersection of a deep learning scientist and a software engineer. In this role you’ll read the latest research papers on neural networks and implement them in common frameworks, as well as in proprietary formats. You’ll need to assess their correctness (such as their structure, convergence, and numerical stability) for inference and training across computational devices and frameworks. Passion for reading and understanding the latest research papers in the space is required. The work will begin with Python and pseudo-code, and you’ll also be expected to deep dive into frameworks code (C++).

You will be working directly with our technical founders (CTO & Chief Scientist).

Profile:

Have exceptional problem-solving skills
Think out-of-the-box
Want to be an early and major contributor to a fascinating, yet challenging product roadmap
Have comfort with quickly learning, evaluating, and deploying new technologies
Want to build the technical team from the ground up.


Requirements:

Bachelor's degree in Computer Science, Electrical Engineering, Mathematics, or a similar quantitative field
Strong math background
Excellent Python skills
Some familiar with machine learning and neural networks
Some familiarity with C++
Quick learner
Ability to thrive in a fast-paced startup environment and getting stuff done


Nice to have:

2+ years of software engineering, ideally in Machine Learning and Python
Demonstrated contributions to a Python or C++ software project (open source, or otherwise - send us your GitHub profile!)
Experience with popular frameworks (Caffe, Tensorflow, PyTorch etc.)
Previous startup experience


 To apply, please email us at hiring@onspecta.com with your resume.",2
