description,y
"A career in our Investigative Analytics practice, within Forensics Technology services, will provide you with the opportunity to help our clients protect their business in today’s evolving landscape by applying advanced and strategic approaches to information management. We focus on assisting organisations manage vast amounts of electronic data and navigate the legal and business processes demanded by critical events which includes litigation, regulatory requests and internal investigations. Our team helps design and build investigation support systems for our clients that work with, review, and provide insights of the data under investigation without the need for complex data analysis skills and without the risk of damaging the underlying evidence.

Responsibilities
As a Manager, you’ll work as part of a team of problem solvers with extensive consulting and industry experience, helping our clients solve their complex business issues from strategy to execution. Specific responsibilities include but are not limited to:
Proactively assist in the management of a portfolio of clients, while reporting to Senior Managers and above
Be involved in the financial management of clients
Be actively involved in business development activities to help identify and research opportunities on new/existing clients
Contribute to the development of your own and team’s technical acumen
Develop strategies to solve complex technical challenges
Assist in the management and delivering of large projects
Train, coach, and supervise staff
Keep up to date with local and national business and economic issues
Continue to develop internal relationships and your PwC brand

Additional Responsibilities:
Fraud Analytics Managers will be part of a team with extensive consulting/industry experience & help solve complex problems from strategy to execution including advising clients on analytics-driven fraud prevention & detection strategies, developing & implementing effective fraud strategies to mitigate losses while establishing a balance between risk & customer experience, & assisting in client financial management & business development to help identify opportunities on new/existing clients.

Job Requirements and Preferences:


Basic Qualifications:


Minimum Degree Required:

Bachelor Degree

Minimum Years of Experience:

5 year(s)


Preferred Qualifications:


Degree Preferred:

Bachelor Degree

Preferred Fields of Study:

Management Information Systems, Engineering, Accounting, Computer and Information Science, Mathematics, Finance, Economics, Statistics, Data Processing/Analytics/Science

Certification(s) Preferred:
Database and programming certifications, such as Oracle, MS SQL Server; CPA; and/or PMI. Certified Fraud Examiner is a plus.
Preferred Knowledge/Skills:
Demonstrates extensive level of ability and/or proven record of success managing fraud risk, fraud prevention and detection, and/or data analytics, preferably for a global network of professional services firms, including several of the following areas:
Leveraging advanced knowledge of SQL, Python or R, Data science skills & a knowledge of supervised and unsupervised machine learning, & social network analysis;
Demonstrating experience with big data tools such as Hadoop & cloud computing, such as PySpark, and cloud machine learning tools;
Leveraging thorough anti-fraud business domain knowledge in the ecommerce, payments, healthcare, and banking industries;
Developing fraud detection rules and/or models deployed in systems such as Actimize, FICO Falcon, SAS Fraud Management, or other platforms;
Demonstrating experience with data visualization tools such as Tableau, Spotfire, or QlikView; and,
Evaluating new tools and products that enhance risk detection and prevention.
Demonstrates extensive abilities and/or proven record of success as a team leader by:
Applying subject matter specialization to the development and prioritization of anti-fraud strategies, analytics, models, and operations;
Managing multiple engagement teams and competing priorities in a rapidly growing, cross-functional, fast-paced, interactive, results-based team environment;
Managing communication with business, risk, compliance, operations, technology, and analytics stakeholders on client engagements;
Fostering positive working relationships with clients & working effectively with client management and staff at all levels to gather information and perform services, & identify and address client needs;
Displaying thorough written/verbal communication skills, & using presentation specialization to convey complex ideas to client & internal staff;
Managing resource requirements, project workflow, budgets, billing & collections; and,
Leading/training teams, coaching staff including providing timely meaningful written and verbal feedback and creating an atmosphere of trust, and seeking diverse views to encourage improvement and innovation.
All qualified applicants will receive consideration for employment at PwC without regard to race; creed; color; religion; national origin; sex; age; disability; sexual orientation; gender identity or expression; genetic predisposition or carrier status; veteran, marital, or citizenship status; or any other status protected by law. PwC is proud to be an affirmative action and equal opportunity employer.",0
"Job Description & Qualifications:
The Strategy and Enterprise team within Global Data Insights and Analytics (GDI&A) supports analytical solutions and insights across the enterprise in areas like Finance, Office of General Counsel, General Auditors Office, Human Resources and others. The Data Scientist discovers and curates new and existing data sources to build insight for the business. This is an exciting opportunity to utilize the latest tools and methods in Statistics, Big Data, and Data Science to tackle a variety of business problems!

The role spans the full project lifecycle from analytic problem definition, through data gathering, analysis, model development, reporting/visualization development, testing, and operational deployment.


Responsibilities include:

Acquire deep understanding of the business problems and translate them into appropriate business solutions
Drive development and delivery of analytic and statistical models using skills such as data acquisition and management, algorithm design, and model development & refinement
Ensure overall quality of the data & solutions throughout the analytic development process
Interpret results and communicate insights to technical and non-technical audiences including executive leadership

Basic Qualifications:

Bachelor’s degree in Statistics, Economics, Data Science, Computer Science, Engineering or Mathematics
1+ years of experience in mathematical programming, data mining, and/or statistical analysis
1+ years of experience with one or more of the following tools: Data Gathering skills/tools (e.g. SQL, Hadoop, Teradata, SAS, Business Objects, Alteryx, etc.) and/or Visualization skills/tools (Qlikview, Tableau, WebFocus, etc.)
1+ years of experience collaborating with business to develop strategies and innovations to solve complex business problems

Preferred Qualifications:

Master's degree in Statistics, Economics, Data Science, Computer Science, Engineering or Mathematics
3+ years of experience in statistical or mathematic modeling
6+ months of experience in Accounting or Finance
Large scale data manipulation and mining/pattern recognition experience
Developed and implemented Machine Learning models
Strong oral and written communication skills
Strong problem formulation and problem solving skills
Experience communicating findings to make data analysis actionable and understandable by business partners
Ability to take complex problems and break them down to build and implement an action plan
Strong understanding of analysis and computational complexity and ability to programmatically tackle problems
Strong capabilities at crafting visual interface for data interaction

Join our team as we create tomorrow! We believe in putting people first, working together, and facing challenges head-on, because we’re Built Ford Tough. We’re one team striving to make people’s lives better while creating value, delivering excellence and ultimately going for the win.

Candidates for positions with Ford Motor Company must be legally authorized to work in the United States on a permanent basis. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.

Ford Motor Company is an equal opportunity employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status.",1
"Overview:
Group O is seeking a strong candidate with the ability to design machine learning projects to address specific business problems determined by consultation with business partners to fill an exciting Data Scientist position, in the Chicago IL or Atlanta GA area for a Group O partner.

Responsibilities:
Responsible for the development and implementation of machine learning algorithms and techniques to solve business problems and optimize member experiences. Primary duties may include are but not limited to: Design machine learning projects to address specific business problems determined by consultation with business partners. Work with data-sets of varying degrees of size and complexity including both structured and unstructured data. Piping and processing massive data-streams in distributed computing environments such as Hadoop to facilitate analysis. Implements batch and real-time model scoring to drive actions. Develops machine learning algorithms to build customized solutions that go beyond standard industry tools and lead to innovative solutions. Develop sophisticated visualization of analysis output for business users.

Qualifications:
BS/MA/MS/PhD in Statistics, Computer Science, Mathematics, Machine Learning, Econometrics, Physics, Biostatistics or related Quantitative disciplines. 5 years experience in predictive analytics and advanced expertise with software such as Python, or any combination of education and experience which would provide an equivalent background. Experience leading end-to-end data science project implementation. Experience in the health-care sector. Experience in Deep Learning strongly preferred.",1
"Are you passionate about the video game industry and love to manipulate data? Projectline is looking for a new member to join our highly visible client to help drive critical business, product, and marketing decisions with specific focus on third party games business! This role will help drive the strategy for co-marketing deals, the evolution of our reporting, and tactics for growing post-sale monetization.

Key responsibilities:

Consistent, in-depth usage and revenue reporting for co-marketed deals and key titles
Develop robust targets and track performance across a variety of metrics to align with strategic objectives of co-marketing deals
Support ad-hoc needs of third party product marketing team based on the rapid changes in the video game marketplace and in player consumer behavior
Develop/optimize propensity to churn models collaborate to develop the implementation plan for marketing campaigns to reduce churn and improve revenue with product marketing leads
On the road to next gen, evaluate co-marketing deals that will have the greatest impact on revenue and consumer adoption
Develop reporting for sentiment and social metrics in the pre-launch phases for key third party games with the intent to correlate them to projected game performance

Our ideal candidate has:

2-5 years of experience in a business intelligence or an analytic role, in consumer packaged goods environment a plus
comfortable when managing data and numbers
Bachelors Degree in Finance, Business Management, or Marketing with an analytical focus
Strong problem-solving skills in collaboration with teams and the ability to identify issues
Strong interpersonal skills to break down complex ideas and convey them succinctly
Ability to tell a comprehensive story through a wide variety of data points to diagnose what has happened or predict what may happen for a given title or industry trend
Proven ability to succeed in new and/or ambiguous roles/projects building transparency and alignment amongst many parties quickly and collaboratively
Forecasting experience, a plus!

Equal Employment Opportunity Policy

Our client provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics.

About Projectline Services:
Projectline Services, a division of Yesler Inc., delivers on-demand consulting and resourcing services around the world from our offices in Seattle, Philadelphia, Toronto, Portland, and beyond. Our consultants offer deep expertise in marketing, program management, sales support, and operations.

Projectline has been recognized as an outstanding place to work. The awards keep coming in: We were named one of the 100 Best Companies to Work For by Seattle Business Magazine, included in the Inc 5000 list for five years in a row, and have won a place on the Seattle Met magazine list of Best Places to Work twice. If you seek a place where you can grow your consulting career with a list of blue-chip clients, contact us.

Our mission is to positively impact the people around us daily, and the communities we live in. We support our mission by providing an inclusive environment where all are empowered to share their diverse perspectives and experiences so we can ultimately be better together. Our policies, practices, programs, activities, and decisions regarding employment, hiring, assignment, promotion, compensation, volunteerism, internships are not based on a persons race, color, sex, age, religion, national origin, mental or physical disability, ancestry, military discharge status, sexual orientation, gender identity or expression, marital status, source of income, parental status, housing status, or other protected status. We strongly encourage women, people of color, veterans, individuals with disabilities, and members of the LGBTQ community to apply.

Follow us on Twitter: https://twitter.com/projectlineand Instagram: http://www.instagram.com/projectline",0
"Description
Job Description:
Leidos is seeking a Data Scientist who wants to work on a new agile DevSecOp project in an IC DoD customer space. Leidos is building a new team to develop new structure and applications for our customer. We are looking for a collaborative and forward leaning individual who wants to tackle challenges and be a part of creating innovative solutions. In return, Leidos will invest in you with a new enhanced leave plan, generous 401k, and training to name just a few great benefits. Ready to tackle your next challenge - then we want you on our team.
This role uses Data Science and engineering techniques to satisfy customer requirements. This role evaluates and uses algorithms for Natural Language Process (NLP), Artificial Intelligence (AI), and Machine Learning (ML). This role uses large data sets to perform entity resolution and extraction for work products and creates models to test the effectiveness of different courses of action. This role collaborates across a team of Data Scientists, Data Administrators, and Data Engineers to produce work products.
Primary Responsibilities
Use Data Science and engineering techniques to satisfy IC DoD customer data requirements.
Design and develop methods, processes, and systems to consolidate and analyze structured and unstructured, diverse sources including “big data” sources.
Evaluate and use advanced software programs, algorithms, query techniques, model complex business problems, and use automated processes to cleanse, integrate, and evaluate data sets for customer needs.
Use large data sets to perform entity resolution and extraction for work products and create models to test the effectiveness of different courses of action to satisfy customer data needs.
Analyze the data related requirements and evaluate technologies for data science capabilities including NLP, ML, predictive modeling, statistical analysis and hypothesis testing.
Collaborate across a team of Data Scientists, Data Administrators, and Data Engineers to produce work products.
Work with cross-discipline teams to ensure connectivity between various data sources and business problems.
Identify meaningful insights and interpret and communicate findings and recommendations to support data solutions.
Develop algorithms and analytical techniques to improve business performance.
Apply expertise on multiple complex work assignments. Assignments may be broad in nature, requiring originality and innovation in determining how to accomplish tasks.
Contribute to deliverables and performance metrics where applicable.
Maintain awareness of emerging analytics and big-data technologies.
Basic Qualifications
Experience in analyzing data related requirements and evaluating technologies for data science capabilities including NLP, ML, predictive modeling, statistical analysis and hypothesis testing.
Experience showing ability to apply a comprehensive knowledge of using advanced software programs, algorithms, query techniques, modeling complex business problems, and using automated processes to cleanse, integrate, and evaluate data sets across key tasks and high impact assignments.
Ability to operate with appreciable latitude in developing methodology and presenting solutions to problems.
Experiencing demonstrating contributions to data related deliverables and performance metrics.
Knowledge of emerging analytics and big-data technologies.
Experience working with cross-discipline teams to ensure connectivity between various data sources and business problems and collaborating with Data Scientists, Data Administrators, and Data Engineers to produce work products.
The candidate must have a minimum of a Bachelor's degree with 4-8 years of experience; or a Master's with 2-6 years of experience. Years of experience may be used in lieu of degree.
US Citizenship is required.
TS/SCI with Poly required.
Preferred Qualifications
Master's degree with 2-6 years of experience.
External Referral Bonus:
Eligible
Potential for Telework:
No
Clearance Level Required:
Top Secret/SCI with Polygraph
Travel:
No
Scheduled Weekly Hours:
40
Shift:
Day
Requisition Category:
Professional
Job Family:
Data Scientist
Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world's toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company's 33,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Virginia, Leidos reported annual revenues of approximately $10.19 billion for the fiscal year ended December 28, 2018. For more information, visit www.Leidos.com.
Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.
Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.
All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",2
"The MGH/MGPO Ambulatory Management (AM) team evaluates and optimizes the performance of the Massachusetts General Hospital and the Massachusetts General Physician Organization ambulatory care practices. As part of the Practice Improvement Division, Ambulatory Management applies groundbreaking innovations in management, analytics and technology in service of care providers to advance patient health care.
Under the direction of the Program Manager, the Health Data Analyst I will take responsibility for analyzing health practice operations, preparing reports using a variety of tools, and extracting, organizing and analyzing data to support improvement initiatives and decisions. The analyst will work collaboratively with Ambulatory Management project managers and practice support team members to provide actionable and accurate reporting, information infrastructure and analyses. The analyst will be a key member of the team and will be expected to take an active role in helping the Data, Analytics and Infrastructure team develop metrics, reports and methodologies to optimize ambulatory care.

PRINCIPAL DUTIES AND RESPONSIBILITIES:
Develops, maintains and produces reports and ad hoc analyses using Tableau, SQL and Excel
Plans and executes analyses to support decisions and recommendations on each project
Identifies and acquires useful data sources and across MGH and Partners HealthCare.
Executes analytic tasks with minimal direction,
Follows and supports resource and task management processes
Cross-trains and cross-QAs other team members
Uses proprietary data and analytic portals to explore, understand and retrieve data
Identifies and brings forward new ways to solve problems
In collaboration with other team members and leadership, supports adoption and implementation of new methods and technologies; ensures accurate measurement of performance and progress to targets.

Qualifications

QUALIFICATIONS:
Bachelors’ degree required, preferably in healthcare administration, data management or other applicable field of study
2+ years’ experience performing hands-on quantitative analysis
Demonstrated experience navigating, extracting, transforming and loading data from relational database management systems
Demonstrated experience multitasking in a fast-paced environment.
Healthcare, pharma, insurance, public health or other related experience preferred
SKILLS/ ABILITIES/ COMPETENCIES REQUIRED:
Ability to conduct data gathering to meet business requirements and ability to perform report design
Knowledge of SQL
Advanced competency with Microsoft Office applications, including MS Excel, MS PowerPoint, MS Outlook, and MS Word required
Exposure to clinical outpatient access measures and methodologies
Ability to cooperatively and effectively work in diverse, cross-functional teams
Ability to understand the enterprise environment and competing priorities in conjunction with developing/meeting data and reporting goals in a fast-paced, multi-tasking environment
Demonstrated ability to identify problems and follow through until resolution
Independently motivated and a self-starter who is able to work cooperatively and as part of a team.
Solid track record of accountability and good judgment
Commitment to high quality customer service and teamwork
Ability to manage multiple tasks and responsibilities simultaneously, set priorities, and meet deadlines
Attention to detail and accuracy
Strong analytic, problem solving and collaborative skills
Excellent written and verbal communication skills
Demonstrated effectiveness in working in complex and dynamic environments
WORKING CONDITION:
Office setting near the MGH main campus in Boston with a highly collaborative and dynamic environment with a cubicle-type workspace
May be required to travel off-site to other local Partners facilities to attend meetings and trainings
As projects and priorities dictate, non-standard work hours might be needed
SUPERVISORY RESPONSIBILITY:
No direct reports.
FISCAL RESPONSIBILITY:
Prudent use of resources


EEO Statement
Massachusetts General Hospital is an Equal Opportunity Employer. By embracing diverse skills, perspectives and ideas, we choose to lead. Applications from protected veterans and individuals with disabilities are strongly encouraged.


Primary Location: MA-Boston-MGH Main Campus
Work Locations: MGH Main Campus 55 Fruit Street Boston 02114
Job: Professional/Managerial
Organization: Massachusetts General Hospital(MGH)
Schedule: Full-time
Standard Hours: 40
Shift: Day Job
Employee Status: Regular
Recruiting Department: MGPO/MGH Ambulatory Management
Job Posting: Mar 17, 2020",0
"Bachelor's Degree5+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)4+ years working as a Data ScientistAcademic background in computer science, Statistics, Applied Math or related field; or equivalent experience.Outstanding quantitative modeling and statistical analysis skills.Self-starter with the ability to work independently.Excellent written and verbal communications skills. Experience communicating analytical outcomes through written communication to both business and technical teams.

The BASE Funnel Insights team (BFI) is looking for an experienced Sr Data Scientist to develop new research and measurements that capture the holistic value brand advertising and shopping experience programs (Sponsored Brands, Stores, Posts and Follow) generate for brands and our customers.

This role requires a team member with strong quantitative modeling skills and the ability to apply statistical methods to large amounts of customer-brand engagement data. The candidate should have strong communication skills and work efficiently with our team of scientists, product managers and developers to translate data-driven findings into new actionable insights, measurements, and optimization strategies.

The successful candidate will be a self-starter comfortable with ambiguity, with strong attention to detail and an ability to work in a fast-paced and ever-changing environment. This person will also be highly proficient in communicating their research and recommendations to technical and business stakeholders.

Key responsibilities:
Build and continually improve offline and online customer-brand segmentation data.Develop new models that measure the impact of BASE programs on brand performance and the customer experience.Work closely with business, engineering and scientists within the Amazon Advertising BASE organization to integrate new models into production systems.Translate ambiguous business questions and concerns into specific quantitative questions that can be answered with available data using sound methodologies.Effectively document and communicate methodologies and results to senior stakeholders.Provide informal direction and guidance to more junior members of staff on all aspects of analytics from business context and prioritization to technical coaching.

Experience with Big Data solutionsExperience building robust and scalable data integration pipelines using SQL, Python and Spark.Experience working as a Data Scientist with cross functional teams.Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment.Ability to think creatively and solve problems.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",1
"3+ years of relevant professional experienceExperience with Excel, Access, SQL, Perl or other scripting languagesExperience leading small to medium sized projects.Bachelor's degree in Business, Engineering, Statistics, Computer Science, Mathematics or related field.

The Amazon OpsTechIT Supply Chain organization manages a large suite of products and product portfolios. We are responsible for a wide variety of global initiatives that cross business teams and operations groups within Amazon Fulfillment Operations. As a Supply Chain Master Data Analyst you are responsible for the catalog data accuracy, to include review of new product induction and product replacement for entries which have reached the end of their life-cycle. You’ll help us analyze large amounts of data, discover and solve problems and build metrics and business cases around key programs. The successful candidate will be highly analytical, have an extremely high level of customer focus and a passion for process improvement.

Your technical understanding allows you to accurately represent a technology (benefits and risks) and the underlying Supply Chain limitations and opportunities for a proposed feature. Your work impacts a product’s customer experience (CX), feature usability, success metrics (e.g., customer delight, adoption, sales, ROI), engineering team goals, and may impact organization-level goals. You work independently, seeking direction when needed.

In this role, you (CP) will:
Follow Amazon product introduction best practices and work backwards.Analyze and update products from the catalog.Ensure products underlining data (ex: manufacture and supplier details are 100% accurate)Be the Voice of the Customer and articulate their needs.Identify and review ideas and use cases and clarify how they differ from existing solutionsEnsure that the right information is delivered to the right audience at the right time.Clearly articulate feature scope, timeline, owners, risks, and the steps being taken to mitigate those riskAccelerate progress by driving crisp and timely decisions, clearing blockers (e.g., “Path to green”), and by escalating appropriately.Articulate customer pain points from a technical perspective and determine if the right Key Performance Indicators (KPIs) are in place and, if not, work to define them.Retrieving and analyzing data using Excel, Access and other data management systems.Monitoring existent metrics, analyzing data and partnering with internal teams to identify process and system improvement opportunities.Designing and implementing reporting solutions to enable stakeholders to manage the business and make effective decisions.Supporting cross-functional teams on the day-to-day execution of the existent program implementation.Driving small to medium operational enhancement projects.

Excellent written and oral communication skills, including an ability to communicate across business areasWorking knowledge of LEAN and SIX SIGMA methodologies and familiarity with Oracle business intelligence tools is a plus.Strong organizational and multitasking skills with ability to balance competing priorities.Ability to work in a fast-paced, ambiguous environment while prioritizing and managing multiple responsibilities.Strong critical thinking and analytical skills.Excellent written, editorial and presentation skills.Innovative, organized, thorough, and detail oriented.Ability to comprehend and explain technical concepts.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",0
"Job Summary:
Direct-to-Consumer-and-International (DTCI) is Disney’s global, multiplatform media, product, technology, and distribution organization for world-class content. DTCI is comprised of Disney’s international media and direct-to-consumer businesses globally, including all Disney networks outside of the US, the ESPN+, D+ and the Company’s ownership stake in Hulu. The DTCI Tech organization focuses on providing ground-breaking innovation and driving the strategic use and development of technology to power the DTCI business, deliver world-class products and experiences to consumers around the world. The Data Platform group within DTCI Tech, is charged with developing a consolidated data platform that supports DTCI business stakeholders with the means to access, activate and analyze all of Disney’s consumer data in a secure and compliant way.

The Customer Solutions Engineering team is responsible for product adoption, onboarding, development, and sustainment support for the Data Platform suite of products.
Technical Leadership - Primary technical resource for onboarding new products to the Data Platform
Build cool things – Build scalable analytics solution, including data processing, storage, and serving large-scale data through batch and stream, analytics for both behavioral & ad revenue through digital & non-digital channels
Harness curiosity – Change the way how we think, act, and utilize our data by performing exploratory and quantitative analytics, data mining, and discovery
Innovate and inspire – Think of new ways to help make our data platform more scalable, resilient and reliable and then work across our team to put your ideas into action
Think at scale - Lead the transformation of a peta-byte scale batch-based processing platform to a near real-time streaming platform using technologies such as Apache Kafka, Cassandra, Spark and other open source frameworks
Have pride – Ensure performance isn’t our weakness by implementing and refining robust data processing using Python, Java, Scala and other database technologies such as RedShift or Snowflake
Grow with us – Help us stay ahead of the curve by working closely with data architects, stream processing specialists, API developers, our DevOps team, and analysts to design systems which can scale elastically in ways which make other groups jealous
Lead and coach – Mentor other software engineers by developing re-usable frameworks. Review design and code produced by other engineers
Build and Support – Embrace the DevOps mentality to build, deploy and support applications in cloud with minimal help from other teams
Experiment - Drive and maintain a culture of quality, innovation and experimentation

Responsibilities:
Have 2+ years of experience developing data driven application using mix of languages (Java, Scala, Python, SQL etc.) and open source frameworks to implement data ingest, processing, and analytics technologies
Data and API ninja –You are also very handy with big data framework such as Hadoop, Apache Spark, No-SQL systems such as Cassandra or DynamoDB, Streaming technologies such as Apache Kafka; Understand reactive programming and dependency injection such as Spring to develop REST services
Have a technology toolbox – Hands on experience with newer technologies relevant to the data space such as Spark, Airflow, Apache Druid, Snowflake (or any other OLAP databases)
Cloud First - Plenty of experience with developing and deploying in a cloud native environment preferably AWS cloud
Embrace ML – Work with data scientists to operationalize machine learning models and build apps to make use of power of machine learning.
Problem solver – Enjoy new and meaningful technology or business challenges which require you to think and respond quickly
Passion and creativity – Are passionate about data, technology, & creative innovation
Strive for Operational Excellence - Continually strives to deliver operational excellence by leveraging the deep understanding of the end to end use cases to assist the teams with test automation, creation of synthetic tests and production support
Ongoing support - Provides documentation, training and support for teams managing the platforms
Process improvements - Assist in the continual evolution of the team's processes and metrics to make the team more efficient, and increase the value-add to the organizations we support

Basic Qualifications:
2+ years of relevant software development experience
2+ years of cloud application architecture and engineering
Experience developing data driven application
Excellent communication (written and verbal); ability to communicate with other developers as well as business units and internal stakeholders
Basic Knowledge and understanding of Application Lifecycle Management, Software Development and Agile Development/Testing practices and methodologies
Basic Knowledge of common performance issues, as well as a solid working knowledge of logs, monitoring tools, and work with developers to determine a root cause
Demonstrated ability to work independently as well as part of a cross-functional team
Ability to work and participate in a team with open and collaborative style of communications
Must be a proactive, self-starter

Preferred Qualifications:
Bachelors/Masters in Computer Science or similar is preferred
Knowledge of consumer identity and big data platforms
Experience with Content Personalization/Recommendation, Audience Segmentation for Linear to Digital Ad Sales, and/or Analytics
Experience with open source such as Spring, Hadoop, Spark, Kafka, Druid, Kubernetes
Experience in working with Data Scientists to operationalize machine learning models",3
"YOUR TASKS AND RESPONSIBILITIES

The primary responsibilities of this role, Associate Director Data Engineer, are to:
Provide standard and specific master data and transaction data retrievals to all PV functions, internal and external partners, authorities and the Qualified Person Pharmacovigilance (QPPV) utilizing the global PV database, Oracle Empirica solutions, Business Objects, SAS, Spotfire, internal tools and external databases outside Bayer in order to support product risk/benefit, process, workload and impact analysis;
Advise customers and partners on providing comprehensive demand specifications based on the ability to understand PV and GxP processes, the medical background, PV data and regulations, develop bespoke analytics on different data types such as adverse event reports, quantitative drug safety statistics, workflows, workload and reporting compliance;
Use specific PV tool knowledge, programming and query languages to develop new queries, reports and tools for risk/benefit, process, workload and impact analysis while following software development and computer system validation rules in order to cover new demands with compliant solutions;
Advise on process improvements and develop their tools and representations such as signal management workflows, SOPs, other quality documents and validation activities to increase PV efficiency in a compliant manner, support inspections, their preparations and the PV Inspection Intelligence function with SME advice;
Translate medical, pharmaceutical and managerial business demands into IT solutions while implementing and maintaining tools and database objects for ETL algorithms, data filtering and aggregation, statistical analysis and prognosis;
Provide project contribution for global cross-functional projects, support audits and inspections directly, manage customer demands and expectations, provide customer relationship management for key customers;
Implement and improve a customer-focused service management strategy including tools and processes, apply basic concepts of service management, software life cycle management, project and validation management;
Develop other people (peer education, training contribution, students development and thesis support);
Deliver the data foundation to PV and Clinical functions, external partners and authorities wherever the product risk/benefit profile must be assessed, and the assessment is derived from PV data, independent from whether a product is OTC or prescription, drug or device;
Put internal customers in the position to deliver rapid responses to regulatory authorities and customers on safety and process topics which maintains Bayer's reputation;
Avoid emerging safety issues by rapidly detecting observations via signal detection and management solutions, contribute to worldwide joined initiatives for improved patient safety and risk/benefit surveillance;
Support product development, indication extensions and restrictions by generating comprehensive risk/benefit analysis on clinical and post marketing data of all kinds including social media, patient support programs and observational non-study healthcare data as available, search for potential benefit reports which might trigger new indications and related cross-selling;
Support product plant production quality using AE data as an indicator for plant production quality and generating observations upon occurrence of quality limitations due to batches leaving the specified parameter range or counterfeit products being sold under the Bayer label;
Increase the efficiency of PV and development processes by generating a high data throughput while keeping costs under control during repetitive analysis of >3 Mio adverse event reports stored in the Bayer PV database and even more records being analyzed on foreign databases such as FDA AERS and WHO VigiBase;
Support company acquisitions during takeover of foreign PV data.

WHO YOU ARE

Your success will be driven by your demonstration of our LIFE values. More specifically related to this position, Bayer seeks an incumbent who possesses the following:

Required Qualifications:

Pharmacovigilance or Clinical experience OR Bachelor of Science, Master of Science, B.S RPH, RN HCP or Life Science degree with at least five years of Pharmacovigilance experience or clinical experience or relevant Bayer Pharmaceuticals AG experience;
Demonstrated ability to analyze and solve complex problems and new demands;
Demonstrated ability to lead project teams in an agile environment and to take responsibility for outcomes;
Experience in working with the Oracle Argus Safety tool suite, Aris G or other Pharmacovigilance tools;
Experience in implementing solutions in Oracle SQL, SAS, R;
Expertise in the principles of software development, quality management, process and service management;
Knowledge of and experience with MedDRA dictionary;
Understanding of the concepts of taxonomies, terminologies and ontologies in the relevant medical science context;
Knowledge of GxP principles and operational aspects of IT systems;
Customer orientation and partnership with internal customers as well as external and internal colleagues in a global team;
Excellent verbal and written English skills;
Ability to analyze and solve problems and to structure complex tasks.

Preferred Qualifications:

Experience working with Argus tool;
Additional experience in SAP HANA DB, Python, Spotfire, Crystal Reports, Business Objects;
Knowledge of and experience with WHO DD, ATC Codes, SNOMED.",3
