description,y
"OVERVIEW OF THE COMPANY
Fox Corporation
Under the FOX banner, we produce and distribute content through some of the world’s leading and most valued brands, including: FOX News, FOX Sports, the Fox Network, and the FOX Television Stations. We empower a diverse range of creators to imagine and develop culturally significant content, while building an organization that thrives on creative ideas, operational expertise and strategic thinking.
JOB DESCRIPTION
Our Fox Technology Data Products team is looking for a Senior Data Scientist with a strong foundation in ML/AI. You'll be joining a passionate team of data scientists and Python developers to build and implement solutions and utilize the best practices to keep us ahead of the game.
A SNAPSHOT OF YOUR RESPONSIBILITIES
Write efficient and practical programs in Python
Demonstrate attention to detail when debugging
Write unit tests to detect them before serving models to production
Understand the ML algorithms being implemented at a mathematical level and consider program runtime and space complexity
Identify how to modify the ML training process for the particular task
Develop data acquisition pipelines and data labeling workflows with embedded SQL, pySpark, or Athena
Deal with various file types, data formats, and data structures
WHAT YOU WILL NEED
A strong foundation in ML/AI, computer science, software engineering, statistics, mathematics or related field
A single area of specialization such as NLP, recommendation engines, time-series forecasting, computer vision, etc
Has built proven solutions that not only work, but also solutions that enable fast deployment, at scale
Good intuitions as to what heuristics or data transformations can be applied to data that are motivated by domain expertise
Has experience in training traditional ML models: trees, regressions, nearest neighbors; as well as Deep Learning models
Has experience with specialized deep learning methods; RNNs and LSTMs for NLP/NLU, and CNNs for vision tasks
Has experience in conducting error analysis on a baseline ML models
Has experience in optimizing model performance while considering constraints in the data pipeline and UI phases when evaluating models
Has experience in deploying a ML models in different deployment architectures; databases, streaming, messaging queues, etc
Has experience in designing data labeling workflows with cloud-based tools, ideally in AWS and/or GCP
Nice to Have
Has experience with container platforms such as Docker, Kubernetes is a plus but not required
Has experience building end to end products using Linux, EC2, EMR, Serverless AWS Lambda, Elastic Load Balancers, Bastion Hosts, NAT, etc. is a plus
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, disability, protected veteran status, or any other characteristic protected by law. We will consider for employment qualified applicants with criminal histories consistent with applicable law.",1
"Job Description
Description
SAIC is looking for team members to support the Defense Intelligence Agency (DIA) Transforming All-Source Analysis with Location-Based Object Services (TALOS) to advance the state of the art in Big Data, data analysis, Artificial Intelligence (AI), Machine Learning (ML), and advanced analytics to enhance the DoD’s and the Intelligence Community’s (IC) information processes and technical architectures. DoD and the IC, warfighters, policymakers, and acquisition leaders must address strategic challenges that focus on leading-edge IT to deliver insight, advantages, and dominance in all warfighting domains including land, maritime, air, space, and cyber.

The candidate will support the lifecycle of data within DIA from the time it is acquired to the time it is removed from DIA’s systems. This includes data transformation and extraction activities, appropriate exploitation and storage of data, implementation and maintenance of data access controls, reporting, and the removal of data IAW DIA’s policies and compliance requirements. The candidate shall support the Government in data ingestion, management, and other areas of data processing and follow specific guidance provided by the Government related to compliance with authorities and oversight policy for data access loading, minimization, retention, and use.

Works in cross-functional teams with data at all stages of the analysis lifecycle to derive actionable insight. Translates mission needs into an end-to-end analytical approach to achieve results. Performs the pre-analytics areas of data collection and understanding, data cleansing and integration, and data storage and retrieval. Determines the appropriate analytics based on the data and the desired outcomes, using techniques including feature detection, statistics, data mining, predictive modeling, machine learning, natural language processing, and business intelligence. Interprets the validity of results and communicates the meaning of those results. Has familiarity with data wrangling, analytics, and visualization software and programming languages, including analytics methods for big data. Follows a scientific approach to generate value from data, verifying results at each step.

Qualifications
Required Qualifications
An active Top Secret/SCI clearance
Bachelor’s degree in computer science, data analytics, software engineering, or related technical field.
A minimum of five years of hands-on experience with Big Data applications, such as Hadoop and associated applications (e.g., administration, CM, monitoring, performance tuning, etc.).

Desired Qualifications:
Experience working in a Government mission Data Exploitation environment (e.g., acquiring data, storing data, processing data, analyzing data, visualizing data, turning data into intelligence products, disseminating data, and knowledge management).
Experience supporting a cloud computing environment (e.g., private, hybrid, and/or public).
Experience leading and managing cross-functional technology team.
Experience leading major programming/scripting languages like Java, Linux, C++, PHP, Ruby, Python and/or R.
Experience working with Extract, Transform, Load (ETL) tools such as Informatica, Talend, and/or Pentaho.
Experience designing solutions for multiple large data warehouses with cluster and parallel architecture as well as high-scale or distributed platforms.
Experience in the research and development of applications/services in disciplines such as: Natural Language Processing, machine learning, Conceptual Modeling, Statistical Analysis, Predictive Modeling, and Hypothesis testing.
Desired Qualifications


Overview
SAIC is a premier technology integrator solving our nation's most complex modernization and readiness challenges. Our robust portfolio of offerings across the defense, space, civilian, and intelligence markets includes high-end solutions in engineering, IT, and mission solutions. Using our expertise in existing and emerging technologies, we integrate the best components from our own portfolio and our partner ecosystem to deliver innovative, effective, and efficient solutions. We are 23,000 strong; driven by mission, united by purpose, and inspired by opportunities. Headquartered in Reston, Virginia, SAIC has pro forma annual revenues of nearly $6.5 billion. For more information, visit saic.com. For ongoing news, please visit our newsroom. For SAIC benefits information, see Working at SAIC. EOE AA M/F/Vet/Disability",1
"Bigger challenges. Bolder ideas. Global impact. At Viasat, we're on a mission to deliver connections with the capacity to change the world. We're the company behind the world's fastest satellite internet service, with technology that's helping to bridge the digital divide and improve life for our customers around the globe. By providing powerful new ways for people to connect with one another, gain greater access to education, entertainment, medical research, commerce, and much more, our team is empowering millions of customers worldwide.

We're growing rapidly and looking for passionate, innovative professionals to join our team and connect the world to more. You'll work in a collaborative and inclusive environment that values diverse perspectives and continuous learning, and provides industry-leading benefits with unmatched opportunities for career growth. Our team is fearless in pursuit of new ideas and uncompromising in our quest to become the world's first truly global Internet Service Provider. Interested in joining our mission? Take a look at career opportunities at Viasat today.

Job Responsibilities
Become familiar with and use internally available analytic technologies
Work with business stakeholders to identify and document high impact business problems and potential solutions
Identify key performance indicators and establish strategies on how to deliver on these key points for analysis solutions
Use educational background in data science and perform data mining analysis
Work with BI analysts/engineers to create prototypes, implementing traditional classifiers and determiners, predictive and regressive analysis points
Engage in the delivery and presentation of solutions
Participate in data storage architecture design discussions
Requirements
Currently pursuing a Bachelor's degree or higher in Computer Science, Computer Science & Engineering, Engineering & Computer Science, Math & Computer Science, Mathematical Engineering, Mathematical Science, Mathematics, Statistics
Strong data wrangling skills
Strong Python and/or SQL skills
Ability to manipulate JSON/XML data
Experience with other data manipulation platforms
Experience with XMLor SQL
Ability to commit to a 10-12 week internship
Preferences
Previous internship experience
Previous experience coding in Go or Python
Additional requirements
Minimum education:
High School Diploma or GED
Years of experience:
0-1 years
Travel:
Up to 10%
Citizenship:
None
Viasat is proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, ancestry, physical or mental disability, medical condition, marital status, genetics, age, or veteran status or any other applicable legally protected status or characteristic.",1
"Company :
Highmark Inc
Job Description :
JOB SUMMARY
This job builds new analytical solutions which inform business processes and operations at the heart of our advanced analytics capability. The incumbent designs, executes and synthesizes point analytics to support specific business questions, programs or initiatives. The incumbent is a data-driven problem solver who understands and utilizes the Organization's business partner’s strategies goals and processes to answer critical business questions by leveraging and synthesizing the large volume and variety of data available to them. Draws on tools and methods from statistics and machine learning to perform analysis, create predictive models, visualize data, and drive projects through to delivery of the intended outcome. Continuously scans and tests new data sources, tools, and analytical techniques and partners with leading institutions and experts to contribute to our portfolio of next-generation analytic projects.
ESSENTIAL RESPONSIBILITIES
Work directly with the business to understand their questions, business processes, programs and/ or initiatives, then identify how analytical solutions could help deliver value for them (e.g., more effective and/ or efficient processes). This includes leading on and being accountable for, outlining new use cases, creating high level impact estimates, and identifying the necessary data elements (including proxies) to deliver the analytical solution to highly complex business problems. Assemble that data set using knowledge of where the required data exist within the Organization's source data system, derived production sets or publicly available sources. Includes securing and overseeing appropriate access and documenting objectives, assumptions and processes.
Select and apply the appropriate advanced modeling/machine learning techniques to these data-sets to deliver business insight, ensuring that the final analysis is well researched, accurate, and documented. This requires technical flexibility and substantial expertise in, and delivery of, analytical approaches, including regression models, tree-based learning, neural networks, clustering techniques, natural language processing.
Consult with the business to contextualize and translate the results of our analysis in a form which the business can understand and take action on. This will include leading written reports, presentations and data visualizations, and draws clear lines between the high-level problem specifications, the analyses performed, and how the results link directly back to business objectives for highly complex business problems. It requires the incumbent to demonstrate their depth of understanding of all areas of the business, the data and the analytical methods through ongoing engagement with a range of audiences.
Plan, prepare and deliver, coordinating all elements of the analysis of highly complex business problems in such a way that it is delivered on time, to a high standard and ready to implemented on a production basis (including dissemination through the Organization's user systems). This includes identifying the best route to implementation (developing the analytical solution accordingly) and coordinating fellow data scientists and analysts to deliver larger projects.
Self-directed researching new analytical skills and approaches, building relationships internally and externally to transfer knowledge and maintain their position as subject matter experts (including a significant external profile such as presenting at / coordinating external events or publication in professional journals), coordinating fellow data scientists and analysts to guide analysis and deliver larger projects.
Other duties as assigned.
EDUCATION
Required
Master's degree in Analytics, Mathematics, Physics, Computer and Information Science, or Engineering
Substitutions
Bachelor’s Degree in Analytics, Mathematics, Physics, Computer and Information Science, or Engineering with 3 years of relevant experience
Preferred
Doctorate degree in Analytics, Mathematics, Physics, Computer and Information Science, or Engineering strongly preferred
EXPERIENCE
Required
5 - 7 years in Data Analytics
3 - 5 years utilizing Statistical Software
3 - 5years in Large Datasets
3 - 5 years in Data Visualization
3 - 5 years in Predictive Modeling
Preferred
3 - 5 years in the Healthcare Industry
1 - 3 years in a Business Analyst role
1 - 3 years in Consulting
1 - 3 years in Research and Development
LICENSES OR CERTIFICATIONS
Required
None
Preferred
None
SKILLS
Analysis of business problems/needs
Analytical and Logical Reasoning/Thinking
Collaborative Problem Solving
Data Analysis
SQL
Statistical Analysis
Written & Oral Presentation Skills
SAS
At least one of the following automation tools and techniques: Auto IT, Selenium, and/or Python/Java automation libraries
Knowledge of Python, Java, R, and/or Scala
Proficiency with big data tools such as Hadoop, SparkMap Reduce, Pig, Solr
Basic proto-typing/front end skills such as RShiny, Flask, Django
Data analytics, including the development of data-driven predictive models
Proficient operating in a Linux environment and with basic shell scripting
Proficient command of SQL
Demonstrated knowledge of concepts of power analysis, hypothesis testing, inference
Language (other than English)
None
Travel Required
0% - 25&
PHYSICAL, MENTAL DEMANDS and WORKING CONDITIONS
Position Type
Office-Based
Teaches / trains others regularly
Occasionally
Travel regularly from the office to various work sites or from site-to-site
Occasionally
Works primarily out-of-the office selling products/services (sales employees)
Never
Physical work site required
Yes
Lifting: up to 10 pounds
Never
Lifting: 10 to 25 pounds
Never
Lifting: 25 to 50 pounds
Never
Disclaimer: The job description has been designed to indicate the general nature and essential duties and responsibilities of work performed by employees within this job title. It may not contain a comprehensive inventory of all duties, responsibilities, and qualifications required of employees to do this job.
Compliance Requirement: This position adheres to the ethical and legal standards and behavioral expectations as set forth in the code of business conduct and company policies.
As a component of job responsibilities, employees may have access to covered information, cardholder data, or other confidential customer information that must be protected at all times. In connection with this, all employees must comply with both the Health Insurance Portability Accountability Act of 1996 (HIPAA) as described in the Notice of Privacy Practices and Privacy Policies and Procedures as well as all data security guidelines established within the Company’s Handbook of Privacy Policies and Practices and Information Security Policy.

Furthermore, it is every employee’s responsibility to comply with the company’s Code of Business Conduct. This includes but is not limited to adherence to applicable federal and state laws, rules, and regulations as well as company policies and training requirements.
-
Highmark Health and its affiliates prohibit discrimination against qualified individuals based on their status as protected veterans or individuals with disabilities, and prohibit discrimination against all individuals based on their race, color, religion, sex, national origin, sexual orientation/gender identity or any other category protected by applicable federal, state or local law. Highmark Health and its affiliates take affirmative action to employ and advance in employment individuals without regard to race, color, religion, sex, national origin, sexual orientation/gender identity, protected veteran status or disability.
EEO is The Law
Equal Opportunity Employer Minorities/Women/ProtectedVeterans/Disabled/Sexual Orientation/Gender Identity (http://www1.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf)
We endeavor to make this site accessible to any and all users. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact number below.",1
"DUTIES: Design
and implement processes and layouts for complex, large-scale data sets used for
modeling, data mining, and research purposes. Work closely with IT, Sales and
Marketing organizations functional leads to formulate hypothetical insights and
work through the lifecycle of delivering these insights to production. Design
and build large and complex data sets, from spurious sources while thinking
strategically about uses of data and how data interacts with data design.
Design and implement statistical data quality procedures around new data
sources. Perform data studies and data discovery around new data sources or new
uses for existing data sources. Implement software required for accessing and
handling data appropriately. Implement and hand off data checking and updating
procedures to teams. Perform statistical analyses with existing data sets in
statistical packages. Visualize and report data findings creatively in a
variety of visual formats that appropriately provides insights to the
organization. Research and implement software and hardware related to mobile
technology. Manage and develop statistical and machine learning projects.
Utilize R, Java, SQL, MS Azure, and Excel. Utilize Random Forest and Gradient
Boosting Machine. Utilize Deep Neural Network and Reinforcement Learning (RL).

REQUIREMENTS: Requires a Master’s Degree, or foreign equivalent degree in Computer Science or Business Analytics and two (2) years of experience in the job offered or two (2) years of experience utilizing R, Java, SQL, MS Azure, and Excel; utilizing Random Forest and Gradient Boosting Machine; utilizing Deep Neural Network and Reinforcement Learning (RL). Position also requires experience managing and developing statistical and machine learning projects.

AT&T is
an Affirmative Action/Equal Opportunity Employer, and we are committed to
hiring a diverse and talented workforce.EOE/AA/M/F/D/V *np*",1
"NXP Semiconductors enables secure connections and infrastructure for a smarter world, advancing solutions that make lives easier, better and safer. As the world leader in secure connectivity solutions for embedded applications, we are driving innovation in the secure connected vehicle, end-to-end security & privacy and smart connected solutions markets.
Develop innovative solutions with automation/machine learning capabilities to accelerate yield improvement actions and drive towards NXP Zero Defect goal.
NXP is an Equal Opportunity/Affirmative Action Employer regardless of age, color, national origin, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, marital status, status as a disabled veteran and/or veteran of the Vietnam Era or any other characteristic protected by federal, state or local law. In addition, NXP will provide reasonable accommodations for otherwise qualified disabled individuals.",1
"Qualifications
Bachelor or Master’s degree in computer science or a related technical field or comparable experience2+ years experienceAbility to read and analyze existing codeStrong written, verbal, and collaboration skillsSelf starter with strong work ethic with a passion for problem-solvingAbility to thrive in a fast-paced, dynamic environmentFlexibility and ability to adapt to changing priorities and technologies

Relaunch your career with Amazon Career relaunch program. Particiapants receive 16 weeks of paid internship opportunity with Amazon. After the 16 weeks of the program, participant performance is assessed for full time DS offers.

The relaunch program inspires technologists to return to work after taking a break in their career. This platform gives candidates an opportunity to work at Amazon, and provides on-the-job training to sharpen their professional skills while working on real world customer solutions. Participants will get training on DS tools and technologies, technical mentoring and focus groups to help with career relaunch related challenges.

The program aims to bring back the talent who are out of traditional workforce for a few years for a variety of reasons - care giving for kids or loved ones, serving in the military, or time off to find their path. The program is open to anyone who has at least 2 years of professional experience and have been out of the paid workforce for at least 1 year. If you meet these criteria and your skills match our needs, we welcome you to apply.

At Amazon we believe that every day is still day one.
A day to take a first step. A day to look forwards to new challenges. And today is that day for you. It's your day to be part of something great. A day to make your ideas come to life. And your day to join a company that redefines itself every day. That's the energy and passion behind Amazon. At Amazon, we're working to be the most customer-centric company on earth. To get there, we need exceptionally talented, bright and driven people. Amazon is one of the most recognizable brand names in the world and we distribute millions of products each year to our loyal customers.

Come join us as Software Development Intern building robust, intuitive, feature rich applications for our valued customers.

Responsibilities
Participate in the agile feature/product design process working with cross-functional teams including: Product Management, Experience Design, QA and OperationsCollaborate with other engineers to share best practices and knowledge of emerging technologiesEngage with customers to get a first-hand understanding of their needsDesign and rapidly prototype proposed solutionsImplement features, products, and enhancements that improve the user experienceProduction support involved with monitoring production systems and remediating issuesParticipate and lead peer code reviewsWrite domain specific automated unit tests",1
"At Boeing, we are all innovators on a mission to connect, protect, explore and inspire. From the sea bed to outer space, you’ll learn and grow, contributing to work that shapes the world. Find your future with us.
Our multi-skilled product Support Team provides leadership, strategic planning and technical guidance for multiple stake holders including certain functional areas. It works cross-functionally with internal and external customers and suppliers and leads improvements through the application of process improvement methods to enhance performance, productivity and enable future growth. The team is currently seeking innovative & analytical Data Scientists to be part of a great team in Long Beach, CA .
To be successful in this position, the selected Candidate must enjoy working in a fast-paced, dynamic environment and have a positive and flexible attitude. Other job responsibilities/ duties include (but not limited to):
Basic Qualifications (Required Skills and Experience):
This position requires the ability to obtain a US Security Clearance for which the US Government requires US Citizenship
Bachelor’s Degree
Minimum 1 year of experience in Data analytics
Preferred Qualifications (Desired Skills/Experience):
Have demand forecasting or simulation experience.
Have a STEM (science, technology, engineering or mathematics), strategy, business planning, or market analysis background or STEM degree.
Have technical skills and experience in integrated logistics support, fleet management, supply chain management, and Performance Based Logistics/contracting.
Typical Education/Experience:
Education/experience typically acquired through advanced technical education (e.g. Bachelor) or an equivalent combination of technical education and experience.
Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies.
This position is located in a location that does not offer relocation. Candidates must live in the immediate area or relocate at their own expense.",1
"PwC Labs is focused on standardizing, automating, delivering tools and processes and exploring emerging technologies that drive efficiency and enable our people to reimagine the possible. Process improvement, transformation, effective use of innovative technology and data & analytics, and leveraging alternative delivery solutions are key areas of focus to drive additional value for our firm. The AI Lab focuses on implementing solutions that impact efficiency and effectiveness of our technology functions. Process improvement, transformation, effective use of technology and data & analytics, and leveraging alternative delivery are key areas to drive value and continue to be recognized as the leading professional services firm. AI Lab is focused on identifying and prioritizing emerging technologies to get the most out of our investments.

To really stand out and make us ?t for the future in a constantly changing world, each and every one of us at PwC needs to be an authentic and inclusive leader, at all grades/levels and in all lines of service. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.

As a Manager, you’ll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:

Pursue opportunities to develop existing and new skills outside of comfort zone.Act to resolve issues which prevent effective team working, even during times of change and uncertainty.Coach others and encourage them to take ownership of their development.Analyse complex ideas or proposals and build a range of meaningful recommendations.Use multiple sources of information including broader stakeholder views to develop solutions and recommendations.Address sub-standard work or work that does not meet firm’s/client’s expectations.Develop a perspective on key global trends, including globalisation, and how they impact the firm and our clients.Manage a variety of viewpoints to build consensus and create positive outcomes for all partiesFocus on building trusted relationships.Uphold the firm’s code of ethics and business conduct.

Job Requirements and Preferences:

Basic Qualifications:

Minimum Degree Required:
Bachelor Degree

Additional Educational Requirements:
In lieu of a Bachelor Degree, 12 years of professional experience involving technology-focused process improvements, transformations, and/or system implementations

Minimum Years of Experience:
5 year(s)

Preferred Qualifications:

Degree Preferred:
Master Degree

Preferred Fields of Study:
Analytics, Artificial Intelligence and Robotics, Business Analytics, Computer and Information Science, Computer Engineering & Accounting, Management Information Systems, Mathematics

Certification(s) Preferred:
PMI Certified, Agile Certified Scrum Master

Preferred Knowledge/Skills:
Demonstrates extensive knowledge and/or a proven record of success in applied subject matter such as IT, finance, accounting, energy or health care role emphasizing data analytics, including the following areas:
Understanding of NoSQL (Graph, Document, Columnar) database models, XML, relational and other database models and associated SQL;
Understanding of ETL tools and techniques, such as tools like Talent, Mapforce, how to map transformation and flow of data from a source to a target system;
Performing in development language environments: e.g. Python, Java, Scala, C++, R, SQL, etc. and applying analytical methods to large and complex datasets leveraging one of those languages;
Applying statistical modelling, algorithms, data mining and machine learning algorithms problem solving;
Managing business development such as client relationship management and leading and contributing to client proposals;
Delivering and tracking successfully large-scale projects, including ownership of architecture solutions and managing change;
Leading, training and working with other data scientists in designing effective analytical approaches taking into consideration performance and scalability to large datasets;
Manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources;
Demonstrating proven ability with NLP and text based extraction techniques;
Developing data science analytic models and simultaneously operationalizing these models so they can run in an automated context; and,
Understanding of machine learning algorithms, such as k-NN, GBM, Neural Networks Naive Bayes, SVM, and Decision Forests.
Demonstrates extensive abilities and/or a proven record of success in the application of statistical or numerical methods, data mining or data-driven problem solving, including the following areas:
Utilizing and applying knowledge commonly used data science packages including Spark, Pandas, SciPy, and Numpy;
Demonstrating familiarity with thorough learning architectures used for text analysis, computer vision and signal processing;
Utilizing programming skills and knowledge on how to write models which can be directly used in production as part of a large scale system;
Utilizing and applying knowledge of technologies such as H20.ai, Google Machine Learning and Deep learning;
Applying techniques such as multivariate regressions, Bayesian probabilities, clustering algorithms, machine learning, dynamic programming, stochastic-processes, queuing theory, algorithmic knowledge to efficiently research and solve complex development problems and application of engineering methods to define, predict and evaluate the results obtained;
Developing end to end deep learning solutions for structured and unstructured data problems;
Developing and deploying A.I. solutions as part of a larger automation pipeline;
Utilizing programming skills and knowledge on how to write models which can be directly used in production as part of a large scale system;
Using common cloud computing platforms including AWS and GCP in addition to their respective utilities for managing and manipulating large data sources, model, development, and deployment; and,
Visualizing and communicating analytical results, using technologies such as HTML, JavaScript, D3, Tableau, and PowerBI.
All qualified applicants will receive consideration for employment at PwC without regard to race; creed; color; religion; national origin; sex; age; disability; sexual orientation; gender identity or expression; genetic predisposition or carrier status; veteran, marital, or citizenship status; or any other status protected by law. PwC is proud to be an affirmative action and equal opportunity employer.",1
"PwC Labs is focused on standardizing, automating, delivering tools and processes and exploring emerging technologies that drive efficiency and enable our people to reimagine the possible. Process improvement, transformation, effective use of innovative technology and data & analytics, and leveraging alternative delivery solutions are key areas of focus to drive additional value for our firm. The AI Lab focuses on implementing solutions that impact efficiency and effectiveness of our technology functions. Process improvement, transformation, effective use of technology and data & analytics, and leveraging alternative delivery are key areas to drive value and continue to be recognized as the leading professional services firm. AI Lab is focused on identifying and prioritizing emerging technologies to get the most out of our investments.

To really stand out and make us ?t for the future in a constantly changing world, each and every one of us at PwC needs to be an authentic and inclusive leader, at all grades/levels and in all lines of service. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.

As a Manager, you’ll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:

Pursue opportunities to develop existing and new skills outside of comfort zone.Act to resolve issues which prevent effective team working, even during times of change and uncertainty.Coach others and encourage them to take ownership of their development.Analyse complex ideas or proposals and build a range of meaningful recommendations.Use multiple sources of information including broader stakeholder views to develop solutions and recommendations.Address sub-standard work or work that does not meet firm’s/client’s expectations.Develop a perspective on key global trends, including globalisation, and how they impact the firm and our clients.Manage a variety of viewpoints to build consensus and create positive outcomes for all partiesFocus on building trusted relationships.Uphold the firm’s code of ethics and business conduct.

Job Requirements and Preferences:

Basic Qualifications:

Minimum Degree Required:
Bachelor Degree

Additional Educational Requirements:
In lieu of a Bachelor Degree, 12 years of professional experience involving technology-focused process improvements, transformations, and/or system implementations

Minimum Years of Experience:
5 year(s)

Preferred Qualifications:

Degree Preferred:
Master Degree

Preferred Fields of Study:
Analytics, Artificial Intelligence and Robotics, Business Analytics, Computer and Information Science, Computer Engineering & Accounting, Management Information Systems, Mathematics

Certification(s) Preferred:
PMI Certified, Agile Certified Scrum Master

Preferred Knowledge/Skills:
Demonstrates extensive knowledge and/or a proven record of success in applied subject matter such as IT, finance, accounting, energy or health care role emphasizing data analytics, including the following areas:
Understanding of NoSQL (Graph, Document, Columnar) database models, XML, relational and other database models and associated SQL;
Understanding of ETL tools and techniques, such as tools like Talent, Mapforce, how to map transformation and flow of data from a source to a target system;
Performing in development language environments: e.g. Python, Java, Scala, C++, R, SQL, etc. and applying analytical methods to large and complex datasets leveraging one of those languages;
Applying statistical modelling, algorithms, data mining and machine learning algorithms problem solving;
Managing business development such as client relationship management and leading and contributing to client proposals;
Delivering and tracking successfully large-scale projects, including ownership of architecture solutions and managing change;
Leading, training and working with other data scientists in designing effective analytical approaches taking into consideration performance and scalability to large datasets;
Manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources;
Demonstrating proven ability with NLP and text based extraction techniques;
Developing data science analytic models and simultaneously operationalizing these models so they can run in an automated context; and,
Understanding of machine learning algorithms, such as k-NN, GBM, Neural Networks Naive Bayes, SVM, and Decision Forests.
Demonstrates extensive abilities and/or a proven record of success in the application of statistical or numerical methods, data mining or data-driven problem solving, including the following areas:
Utilizing and applying knowledge commonly used data science packages including Spark, Pandas, SciPy, and Numpy;
Demonstrating familiarity with thorough learning architectures used for text analysis, computer vision and signal processing;
Utilizing programming skills and knowledge on how to write models which can be directly used in production as part of a large scale system;
Utilizing and applying knowledge of technologies such as H20.ai, Google Machine Learning and Deep learning;
Applying techniques such as multivariate regressions, Bayesian probabilities, clustering algorithms, machine learning, dynamic programming, stochastic-processes, queuing theory, algorithmic knowledge to efficiently research and solve complex development problems and application of engineering methods to define, predict and evaluate the results obtained;
Developing end to end deep learning solutions for structured and unstructured data problems;
Developing and deploying A.I. solutions as part of a larger automation pipeline;
Utilizing programming skills and knowledge on how to write models which can be directly used in production as part of a large scale system;
Using common cloud computing platforms including AWS and GCP in addition to their respective utilities for managing and manipulating large data sources, model, development, and deployment; and,
Visualizing and communicating analytical results, using technologies such as HTML, JavaScript, D3, Tableau, and PowerBI.
All qualified applicants will receive consideration for employment at PwC without regard to race; creed; color; religion; national origin; sex; age; disability; sexual orientation; gender identity or expression; genetic predisposition or carrier status; veteran, marital, or citizenship status; or any other status protected by law. PwC is proud to be an affirmative action and equal opportunity employer.",1
"We are looking for an individual who will begin to build our data science knowledge and team. This person would help us discover the information hidden in our existing data, identify issues in our data collection, opportunities for improvement in our collection and use our data to build systems that will help us make smarter decisions to deliver even better products at better efficiencies. The primary focus will be in applying data-mining techniques, statistical analysis, and applied control theory resulting in buildout of high quality control and prediction systems to be integrated with our facilities in real time.
Responsibilities & Duties:
Creating and deploying Artificial intelligence and Machine learning models to our industrial production process within our expert system products development, with a direct impact on plant operations
Manage the necessary data collection and pre-processing
Propose and analyze new instrumentation to provide added value to expert systems
Creation of models to solve operational problems and develop troubleshooting tools such as equipment malfunction detection, equipment proactive maintenance.
Develop the team Artificial Intelligence vision and expertise.
Define best practices in the domain of Machine Learning and AI.
Train other team members to support the use of data analytics tools and to expand the use of machine learning within Carmeuse
Additional duties as assigned by management
Job Qualifications:
Masters Degree or higher in applied data science AI/ML applications preferred.
Bachelor’s degree in Electrical Engineering, computer science, automation theory or related field with requisite applicable experience can be considered.
Minimum of 3 years of experience in a data science implementation role. Preferably in the lime/cement/bulk material handling industry but not required.
AI/ML, Network, security, Microsoft, Cisco certifications a bonus.
Proficiency with process control instrumentation, network protocols, web services, windows, Cisco, Checkpoint and troubleshooting;
Proficiency and familiarity with
Tensor flow
Python and other programming languages
Experience utilizing Jupyter notebooks.
Experience with Cloud based vendors of AI/ML solutions: Azure, Google.
Windows 7/10/server/datacenter
Detail and process oriented with strong problem resolution abilities; ability to use root cause analysis to troubleshoot;
Ability to travel up to 20 to 50%. Overnight stays will be required and could include extended assignments during critical construction and start-up periods.
READY TO JOIN A ROCK-SOLID FAMILY?
Carmeuse started out as a small family-run business in Belgium.
Today it’s a leading global producer of lime, high calcium limestone and dolomitic stone. Its products are essential to energy producers, environmental services, construction and manufacturing.
With over 90 production facilities spread across almost every continent, and over 4,500 employees working at Carmeuse every day, the company’s most treasured resources are its people.
You will be part of Carmeuse Americas, a Rock-Star team of 2500 workers and employees bringing with them their own culture and specific needs. The Americas headquarters are located in Pittsburgh, PA and have over three dozen production facilities across the Eastern U.S., Canada, Chile, Brazil, and Colombia.",1
